number,uso_bici,address,lat,lon,total,nombre,coddistrit,codbarrio
19,793,Juan Llorens - Quart,39.47436934054566,-0.391590438798602,15,LA PETXINA,3,3
20,742,Quart - Fernando el Católico,39.47503434099054,-0.3878474253260651,16,EL BOTANIC,3,1
21,671,Juan Llorens - Literato Gabriel Miró,39.4723713328859,-0.39021443540491124,16,LA PETXINA,3,3
22,812,Angel Guimerá - Juan Llorens,39.46978732404922,-0.3883534313205414,15,ARRANCAPINS,3,4
23,521,Fernando el Católico - Erudito Orellana,39.471628328748515,-0.3861784216967592,19,ARRANCAPINS,3,4
24,766,Fernando el Católico - Cuenca,39.469077319212495,-0.3840274173384119,20,ARRANCAPINS,3,4
25,882,"Alberique, 18 (Abastos)",39.46772931656263,-0.38861043334080225,23,ARRANCAPINS,3,4
26,826,San José de Calasanz - Salas Quiroga,39.46633523268935,-0.38586429939117395,15,ARRANCAPINS,3,4
27,669,San Vicente Martir - Doctor Vilá Barberá,39.463362299305594,-0.3818514137102655,20,ARRANCAPINS,3,4
28,1486,Navarro Reverter - Grabador Esteve,39.47158231958138,-0.36775135880068294,29,EL PLA DEL REMEI,2,2
29,1379,Plaza América - Cirilo Amorós - Sorní,39.47011231364647,-0.3652993525279599,20,EL PLA DEL REMEI,2,2
30,839,Cirilo Amorós - Jorge Juan (Mercado Colón),39.468601309884924,-0.36849936365579583,20,EL PLA DEL REMEI,2,2
31,1181,Salamanca - Conde Altea,39.467365304622646,-0.3650283531086902,19,LA GRAN VIA,2,3
32,961,Conde Altea - Almirante Cadarso,39.46600630156446,-0.3682473649948816,20,LA GRAN VIA,2,3
33,1544,Germanías - Ruzafa,39.46481830023885,-0.37399038562310283,20,RUSSAFA,2,1
34,1096,Regne de Valencia - Doctor Sumsi,39.46412229654908,-0.36996137299092113,17,LA GRAN VIA,2,3
35,1015,Regne de Valencia - Almirante Cadarso,39.46374929341137,-0.36699436340059455,20,LA GRAN VIA,2,3
36,1526,Plaza de los Fueros - Conde Trenor,39.479072348860946,-0.3754363798581042,25,EL CARME,1,3
37,1477,Peris y Valero - Luis Santángel,39.460937800028375,-0.3664406250017559,20,RUSSAFA,2,1
38,1361,Peris y Valero - Cabo Jubi,39.45940204927687,-0.37024937736936264,15,RUSSAFA,2,1
39,1306,Peris y Valero - Cuba,39.457854277261184,-0.3739313916673185,19,RUSSAFA,2,1
40,605,"Barcas, 11",39.470466319701956,-0.3748243837183276,26,SANT FRANCESC,1,6
41,870,General Urrutia - Granada,39.458912276426375,-0.36477635908979195,20,MONTOLIVET,10,1
42,1213,Av. de la Plata (Museo Fallero),39.45878127329601,-0.3586583378805894,20,MONTOLIVET,10,1
43,977,Escultor José Capuz - Oriente,39.459477276259406,-0.36115334583643566,20,MONTOLIVET,10,1
44,758,General Urrutia - Av. de la Plata,39.45642926768604,-0.36301435452576164,19,NA ROVELLA,10,5
45,723,Hermanos Maristas - General Urrutia,39.45381925759081,-0.36185535292343096,15,CIUTAT DE LES ARTS I DE LES CIENCIES,10,7
46,862,Pintor Luis Arcas - Inst. Obrero Valenciano,39.455509261762266,-0.35878734087160885,20,CIUTAT DE LES ARTS I DE LES CIENCIES,10,7
47,1361,Autopista del Saler - Puente Monteolivete,39.45651226440267,-0.35541832880362817,20,CIUTAT DE LES ARTS I DE LES CIENCIES,10,7
48,711,Antonio Ferrandis - General Urrutia,39.450807354184086,-0.35855273823228967,20,CIUTAT DE LES ARTS I DE LES CIENCIES,10,7
49,620,Ricardo Muñoz Suay - María José Victoria Fuster (C.C. El Saler),39.45298693239739,-0.3571104198826364,25,CIUTAT DE LES ARTS I DE LES CIENCIES,10,7
50,1326,Autopista del Saler - Antonio Ferrandis (C.C. El Saler),39.453318252515686,-0.3528593228128155,40,CIUTAT DE LES ARTS I DE LES CIENCIES,10,7
51,532,Moreras (Oceanográfico),39.45218324552497,-0.3472273049060467,20,CIUTAT DE LES ARTS I DE LES CIENCIES,10,7
52,1284,Luis García Berlanga Martí - Menorca,39.45603425797373,-0.3463402980947426,25,PENYA-ROJA,12,5
53,1255,Alameda - Pintor Maella,39.45676426141678,-0.34813930400480075,25,PENYA-ROJA,12,5
54,1301,Plaza de Europa,39.459778273617445,-0.3526903171951741,20,PENYA-ROJA,12,5
55,943,Francia - Pintor Maella,39.45934326975421,-0.34868630411595647,25,PENYA-ROJA,12,5
56,958,Francia - Menorca,39.45842126509135,-0.3444052893928658,15,PENYA-ROJA,12,5
57,1501,Alameda - Pintor Monleón,39.46447629179199,-0.3582563324315247,20,MESTALLA,6,2
58,1255,Plaza España,39.46621830848607,-0.3815864106638383,20,LA ROQUETA,3,2
59,1031,Baleares - Río Escalona,39.463088285667624,-0.3545493213542055,15,PENYA-ROJA,12,5
60,858,Baleares - Lebón,39.46223128102797,-0.3517763125261459,19,CAMI FONDO,12,4
61,1021,Vicent Vidal - Pintor Maella,39.46129327599964,-0.34783029886743094,20,LA CREU DEL GRAU,12,3
62,858,Menorca - Baleares,39.45981126842254,-0.3421522812931475,20,LA CREU DEL GRAU,12,3
63,1329,Av Puerto 19 (Telefónica),39.46777930285978,-0.358414330727018,20,MESTALLA,6,2
64,1343,Av. Puerto 61-63,39.46651829706714,-0.35419531724959286,20,ALBORS,12,2
65,1473,Av. Puerto - Doctor Manuel Candela,39.465516292011046,-0.3508373061951808,19,AIORA,12,1
66,1537,Guillem de Anglesola - Av. Puerto,39.46427128532339,-0.3462612916525901,25,AIORA,12,1
67,769,Juan Verdeguer - Toneleros,39.45886026320377,-0.33679826304022287,14,EL GRAU,11,1
68,1347,Av. Puerto - José Aguilar,39.46280327868023,-0.3417332778594022,20,AIORA,12,1
69,1403,Av. Puerto - Serrería,39.46195227384504,-0.3387212679875118,25,AIORA,12,1
70,953,"Colón, 44",39.469213221319464,-0.3716462894107889,17,EL PLA DEL REMEI,2,2
71,1155,Av. Puerto - Plaza Tribunal de les Aigües,39.46038026686525,-0.33353125122308164,20,EL GRAU,11,1
72,1185,Ramiro de Maeztu - Peris Brell,39.467257201162404,-0.34644628196214244,15,AIORA,12,1
73,1293,Jerónimo Monsoriu - Industria,39.4662592905475,-0.3428792786496773,20,AIORA,12,1
74,1270,Plaza San Felipe Neri (Mercado Algirós),39.469949307546806,-0.3537343124957471,20,ALBORS,12,2
75,1402,República Argentina - Campoamor,39.472113313853896,-0.35170130420295115,25,L'AMISTAT,13,3
76,1381,Campoamor - Músico Ginés,39.47008330347364,-0.343461277578989,19,CIUTAT JARDI,13,2
77,985,Molinell - Calderón de la Barca,39.48497336307338,-0.36566734195835493,20,TRINITAT,5,3
78,1083,Aragón - Vicente Sancho Tello,39.46994531050937,-0.358688329939162,20,MESTALLA,6,2
79,1359,Aragón - Ernesto Ferrer,39.4727793187067,-0.357242322435451,20,MESTALLA,6,2
80,1784,Amadeo de Saboya (frente Ayuntamiento),39.47374232444908,-0.36229833944736023,25,MESTALLA,6,2
81,1149,Micer Mascó - Rodriguez Fornos,39.47512832851177,-0.36097833354659675,20,EXPOSICIO,6,1
82,1294,Guillem de Castro (Torres de Quart),39.47605634238628,-0.3839144104057024,15,EL CARME,1,3
83,1661,General Elio - Llano del Real,39.47758533929587,-0.3669703519914759,25,EXPOSICIO,6,1
84,959,"Serrería, 67",39.467123092394516,-0.33522597686590844,15,L'ILLA PERDUDA,13,1
85,970,Blasco Ibañez - Jaime Roig,39.479464345022826,-0.3647153422684407,23,CIUTAT UNIVERSITARIA,6,4
86,513,Gaspar Aguilar - Vicente Parra,39.4552402764855,-0.39119345191575566,20,FAVARA,8,5
87,1313,Blasco Ibañez - Doctor Gómez Ferrer (Clínico),39.47851834019109,-0.36188033357859983,33,CIUTAT UNIVERSITARIA,6,4
88,1180,"Blasco Ibañez, 28 (F. Geografía e Historia)",39.477512336096844,-0.36114233248377353,40,EXPOSICIO,6,1
89,1062,"Blasco Ibañez, 23 (F. Filosofía y Psicología)",39.47780233689744,-0.3593183259089267,30,CIUTAT UNIVERSITARIA,6,4
90,1249,"Blasco Ibañez, 32 (F. Filología)",39.47673433298103,-0.3589673254467337,40,EXPOSICIO,6,1
91,309,Grabador Jordan - Escultor Pastor,39.44412522887422,-0.36757337969703135,15,LA FONTETA S.LLUIS,10,4
92,1294,Blasco Ibañez - Aragón,39.47586032883543,-0.35596831583559707,20,MESTALLA,6,2
93,1824,Blasco Ibañez - Poeta Durán Tortajada,39.472282310670764,-0.34380927742382206,38,CIUTAT JARDI,13,2
94,1783,Blasco Ibañez - Clariano,39.47537832465668,-0.35158330144926053,20,LA VEGA BAIXA,13,4
95,1348,Naranjos (Magisterio),39.47983533734356,-0.34611927939668474,33,LA CARRASCA,13,5
96,2093,Blasco Ibañez - Yecla,39.47355431688417,-0.3482142912637639,21,L'AMISTAT,13,3
97,1521,Blasco Ibañez 121,39.47306831276613,-0.3431322739648798,23,CIUTAT JARDI,13,2
98,1237,Justo y Pastor - Duque de Gaeta,39.469680303996114,-0.348442294427372,15,ALBORS,12,2
99,1362,Blasco Ibañez 166 - Pintor José Mongrell,39.47134430635022,-0.3404842660990001,21,L'ILLA PERDUDA,13,1
100,1439,Blasco Ibañez - Mestre Ripoll,39.471634305646866,-0.33815025853445674,20,LA CARRASCA,13,5
101,1875,Marino Blas de Lezo (estación Cabañal Adif),39.47022899172744,-0.3348422811122132,30,CABANYAL-CANYAMELAR,11,2
102,1918,Ramón Llull - Serpis,39.47583332394092,-0.346720283882565,20,LA CARRASCA,13,5
103,1264,Rubén Darío - Plaza Fray Luis Colomer,39.47845333567255,-0.3523713017453889,15,LA CARRASCA,13,5
104,819,Albalat dels Tarongers - Paseo Facultades,39.478386332978474,-0.3472752845405608,20,LA CARRASCA,13,5
106,1132,Albalat dels Tarongers - Professor Ernest Lluch,39.47674432466283,-0.34138726522688073,25,LA CARRASCA,13,5
107,924,Campillo de Altobuey (Polideportivo),39.47524531713643,-0.3362242490922528,15,LA CARRASCA,13,5
108,1190,Luís Peixó 20,39.47382619077011,-0.3339152679031098,15,CABANYAL-CANYAMELAR,11,2
109,1163,Naranjos - Ingeniero Fausto Elio,39.4768193210939,-0.3335102388084858,20,LA CARRASCA,13,5
110,916,UPV Trinquet,39.48074033571707,-0.33668024623462534,30,LA CARRASCA,13,5
111,1468,UPV Galileo,39.48066419504159,-0.3395082613341325,30,LA CARRASCA,13,5
112,1351,Manuel Broseta i Pont - Naranjos,39.47858033137406,-0.34227526701990957,40,LA CARRASCA,13,5
113,1533,UPV Caminos,39.48127634089521,-0.3436112694462359,38,LA CARRASCA,13,5
114,1280,UPV Informática,39.4818043438759,-0.346591279156021,30,LA CARRASCA,13,5
115,716,Cataluña - Doctor Vicente Zaragozá,39.481562345598135,-0.3521482985209469,16,BENIMACLET,14,1
116,1558,Doctor Vicente Zaragozá - Ramón Asensio,39.48325335356676,-0.3575613154471814,15,BENIMACLET,14,1
117,1753,Gascó Oliag - Primado Reig,39.47925133992885,-0.357065317141581,30,CIUTAT UNIVERSITARIA,6,4
118,1244,Gómez Ferrer - Álvaro de Bazán,39.480466345728246,-0.3604163266878076,20,CIUTAT UNIVERSITARIA,6,4
119,860,Jaime Roig - Bachiller,39.48252035422283,-0.36322633473676447,20,JAUME ROIG,6,3
120,1519,Doctor Vicente Zaragozá - Emilio Baró,39.484880361257815,-0.36204632906281087,18,BENIMACLET,14,1
121,771,Murta - Sant Eperit,39.48618236435413,-0.35877131748144303,15,BENIMACLET,14,1
122,837,Músico Hipólito Martínez - Diógenes López Mecho,39.48448535604776,-0.3540663028794564,15,CAMI DE VERA,14,2
123,733,Albocácer - Vinaroz,39.487671371814656,-0.36484133609518726,20,SANT LLORENS,15,3
124,524,Azagador de Alboraya - Dolores Marqués,39.48850137319014,-0.3619553259600363,25,BENIMACLET,14,1
125,760,"Masquefa, 42 - 44",39.489693375775445,-0.3586183142345537,15,CAMI DE VERA,14,2
126,849,Alfahuir - José Chabas Bordehore,39.49309838788837,-0.36010431604895277,20,SANT LLORENS,15,3
127,695,Alfahuir - Duque de Mandas,39.49059138177909,-0.3644463333304693,20,SANT LLORENS,15,3
128,855,Alfahuir - Peñiscola,39.48876637693274,-0.367544345093534,25,ELS ORRIOLS,15,1
129,1047,Almazora - Benimuslem,39.485975369089516,-0.3699453557741905,20,TRINITAT,5,3
130,1055,Convento Carmelitas - Alboraya,39.483238360081586,-0.370210358642677,15,TRINITAT,5,3
131,1128,"CALLE SANTA AMALIA  2, esquina POETA BODRIA",39.48141722170027,-0.3729122732215235,20,TRINITAT,5,3
132,1204,Platero Suárez - Milagrosa,39.48528636793778,-0.3734343681182198,15,MORVEDRE,5,2
133,977,Alfambra - Poeta Monmeneu,39.48275636079257,-0.37588237827023757,15,MORVEDRE,5,2
134,859,Maximiliano Thous - Luz Casanova,39.48765637635625,-0.37333936513208965,20,SANT ANTONI,5,5
135,1038,Constitución - Reus,39.48570237196362,-0.37850138478156414,20,MARXALENES,5,1
136,901,Economista Gay - Constitución,39.48994138447594,-0.37561037166808026,20,TORMOS,5,4
137,703,Economista Gay - Luis Crumiere,39.48903338344832,-0.3798963873712934,20,TORMOS,5,4
138,707,San Pancracio - Periodista Llorente,39.48819038284581,-0.38422240207482833,20,MARXALENES,5,1
139,780,Reus - Alquería de la Estrella,39.485706374097916,-0.38287339995719183,15,MARXALENES,5,1
140,810,Campanar - Nicasio Benlloch,39.48800438494039,-0.3896004206542252,20,EL CALVARI,4,3
141,1158,Gregorio Gea - Padre Ferris,39.483268367245344,-0.3851564091174212,20,LES TENDETES,4,2
142,734,Gregorio Gea - Profesor Beltrán Báguena,39.48192036501599,-0.38965942617943544,25,CAMPANAR,4,1
143,1416,Pio XII - Menéndez PIdal (Nuevo Centro),39.4795373575288,-0.39093643241708165,30,CAMPANAR,4,1
144,493,Marqués de San Juan - Diputat Lluís Lucía,39.4787793569025,-0.39548044804080085,15,CAMPANAR,4,1
145,451,Plaza Badajoz,39.48154736759815,-0.398395456094638,15,CAMPANAR,4,1
147,1034,Pie de la Cruz - Rejas,39.47320133107913,-0.3802074001545322,15,EL MERCAT,1,5
148,0,C/Xàtiva 30-32,39.46714522461298,-0.3753782937388751,35,RUSSAFA,2,1
149,1371,Peris y Valero - Salamanca,39.462934287947085,-0.36179534600499663,20,LA GRAN VIA,2,3
150,1604,Manuel Candela - Rodriguez de Cepeda,39.46772129856667,-0.35060930364544307,25,ALBORS,12,2
151,1271,Jerónimo Monsoriu - Alcalde Cano Coloma,39.464669282422186,-0.33711726031421224,20,AIORA,12,1
152,1118,Reina Doña María - Cádiz,39.460925286769694,-0.3727053849231208,15,RUSSAFA,2,1
153,1557,Llano de la Zaidía - Doctor Olóriz,39.48305822805289,-0.3805912745331588,24,MARXALENES,5,1
154,790,Pescadores - Progreso,39.469876296228996,-0.3295542305651281,15,CABANYAL-CANYAMELAR,11,2
155,841,Salamanca - Reina Doña Germana,39.46495329574819,-0.3630783484267159,20,LA GRAN VIA,2,3
156,1221,Puerto Rico - Cuba,39.46096428829767,-0.3763453968184098,15,RUSSAFA,2,1
157,701,Pérez Galdós - Marqués de Zenete,39.46405230416093,-0.38736643250783204,20,ARRANCAPINS,3,4
158,733,Doctor Lluch - Virgen del Sufragio,39.46669828513057,-0.3277192268301427,15,CABANYAL-CANYAMELAR,11,2
159,1295,Francisco Cubells - San José de la Vega,39.463449276866356,-0.3347222532485526,17,CABANYAL-CANYAMELAR,11,2
160,1093,José María de Haro - Justo y Pastor,39.467336291769534,-0.33898126470999496,20,L'ILLA PERDUDA,13,1
161,1114,Mediterráneo - Plaza Cruz de Cañamelar,39.46796929073871,-0.3317262387298495,15,CABANYAL-CANYAMELAR,11,2
162,1345,Armada Española - Mariano Cuber,39.46360427573933,-0.3297952360224295,19,CABANYAL-CANYAMELAR,11,2
163,983,Paseo Neptuno 32-34,39.46443727525528,-0.3234012136184579,20,CABANYAL-CANYAMELAR,11,2
164,1036,Pavía - Columbretes,39.46846028903177,-0.3246342149862025,17,CABANYAL-CANYAMELAR,11,2
165,685,Pavía - Espadán,39.471409299035706,-0.3245702116150898,20,CABANYAL-CANYAMELAR,11,2
166,823,Don Vicente Guillot - Progreso,39.47334930757559,-0.32881122495787873,15,CABANYAL-CANYAMELAR,11,2
167,1036,Pavía - Acequia de la Cadena,39.474908310742784,-0.3246102088459378,20,LA MALVA-ROSA,11,3
169,650,Pavía (Instituto Isabel de Villena),39.47878532308192,-0.32464520634897104,18,LA MALVA-ROSA,11,3
170,981,Isabel de Villena - Mendizábal,39.482973337910934,-0.32533420529241996,20,LA MALVA-ROSA,11,3
171,889,Gran Canaria - Ingeniero Manuel Maese,39.483060339803416,-0.32900821806202085,15,LA MALVA-ROSA,11,3
172,680,Pío XII - Campanar,39.48146236504626,-0.3933454386575609,20,CAMPANAR,4,1
173,520,Pío XII - Monestir de Poblet,39.484541375368174,-0.394678441209281,20,CAMPANAR,4,1
174,689,Monduber - Peset Aleixandre,39.489438388167024,-0.38664740957644866,19,BENICALAP,16,1
175,485,Juan XXIII - Domingo Gómez,39.49258939642365,-0.38271239433339566,15,TORREFIEL,15,2
176,592,Cno. Moncada - Pedro Patricio Mey,39.49201739310727,-0.378853381402734,20,TORREFIEL,15,2
177,715,Alcudia de Crespins - Pedro Patricio Mey,39.493545396079504,-0.3734883620528129,15,TORREFIEL,15,2
178,787,Reig Genovés - Ramón Contreras Mongrell,39.49221639017785,-0.3705063522665271,20,ELS ORRIOLS,15,1
179,753,Av. de la Plata - Zapadores,39.45547226612543,-0.36642636792637634,23,MONTOLIVET,10,1
180,781,Doctor Waksman - Nieves,39.45602126922772,-0.3706833820688013,20,EN CORTS,10,2
181,447,"Zapadores, 23",39.45799927509706,-0.3681913713233589,15,MONTOLIVET,10,1
182,946,Ausias March - Pianista Amparo Iturbi,39.455432269344854,-0.37496539716978367,21,MALILLA,10,3
183,895,Ausias March - Av. de la Plata,39.45262025913349,-0.3722843899417025,18,EN CORTS,10,2
184,692,Bombero Ramón Duart - Hermanos Maristas,39.45278225629358,-0.36557036636455215,15,NA ROVELLA,10,5
185,506,Ebanista Caselles - Ausias March,39.45004424948915,-0.3705033850186671,15,NA ROVELLA,10,5
186,465,Benifairó de Valldigna - Joaquín Benlloch,39.45039125246078,-0.3740153970137416,14,MALILLA,10,3
187,707,Ángel Villena - Ausias March,39.447960241518516,-0.3688183809361798,15,LA FONTETA S.LLUIS,10,4
188,833,Hospital Nueva Fe (consultas externas),39.44462122517277,-0.3751583239336074,40,MALILLA,10,3
189,352,Hospital Nueva Fe (administración),39.44477922701873,-0.37706532415787625,30,MALILLA,10,3
190,510,Cra. Malilla - Bulevar Sur,39.44608224133691,-0.38029642271654757,18,MALILLA,10,3
191,600,Esparraguera - Cra. Malilla,39.45032925434954,-0.37886641388495107,15,MALILLA,10,3
192,495,Cra. Malilla - Oltá,39.45263726161547,-0.3787144113919625,20,MALILLA,10,3
193,648,Uruguay - Carteros,39.45514627443484,-0.386718436578698,20,LA RAIOSA,9,1
194,911,Estación AVE Joaquín Sorolla,39.4607722298068,-0.38179930448705707,40,ARRANCAPINS,3,4
195,776,Giorgeta - Roig de Corella,39.459384287208486,-0.3842814248129742,16,LA RAIOSA,9,1
196,839,Jerónimo Muñoz - Gaspar Aguilar,39.45957528956863,-0.3880664379854734,15,LA RAIOSA,9,1
197,542,Fontanars dels Aforins - Jacinto Labaila,39.458184286737165,-0.39233345436447337,15,SAFRANAR,8,4
198,429,Fontanars dels Aforins - Vall d'Uixó,39.46088029740053,-0.395316462028443,20,SAFRANAR,8,4
199,727,Beato Nicolás Factor - Convento de Jesús,39.46158829801141,-0.39155844823975844,15,PATRAIX,8,1
200,615,Av. del Cid - Julián Peña,39.467737319045916,-0.3932144497376184,15,NOU MOLES,7,1
201,591,Perez Galdós - Nou Moles,39.47171233289752,-0.39366844724894096,20,NOU MOLES,7,1
202,757,Pechina - Teruel,39.47622234753723,-0.39333444304417053,20,LA PETXINA,3,3
203,462,Reina Violante - Escultor García Mas,39.48460937883364,-0.40118246297404103,15,SANT PAU,4,4
204,599,Corts Valencianes - General Avilés,39.485843380594176,-0.3965874461307865,20,SANT PAU,4,4
205,610,Nicasio Benlloch - Amics dels Corpus,39.48928739053543,-0.3930904323547156,24,BENICALAP,16,1
206,363,Periodista Gil Sumbiela - Poeta Serrano Clavero,39.49271239990425,-0.38900741524280136,15,BENICALAP,16,1
207,482,"Giorgeta, 64",39.45539327294658,-0.381905420300487,15,LA RAIOSA,9,1
208,556,Carteros - Mossen Febrer,39.451692263769644,-0.38857844617931064,20,LA CREU COBERTA,9,3
209,462,Gaspar Aguilar - Músico Penella,39.45208226727133,-0.39301546105732643,18,L'HORT DE SENABRE,9,2
210,656,Campos Crespo - Juan de Garay,39.45555328036534,-0.39671647037206986,15,FAVARA,8,5
211,350,Fray Junípero Serra - Vall d'Uixó,39.45872629171394,-0.3977574716661004,15,SAFRANAR,8,4
212,287,Fray Juanípero Serra - Torrente,39.46148430130945,-0.40039647823746194,15,VARA DE QUART,8,3
213,283,Archiduque Carlos - José María Mortes Lerma,39.463165305912604,-0.39697246591763863,15,PATRAIX,8,1
214,369,"Santa Cruz de Tenerife, 21",39.464932313028335,-0.4005764763988502,15,TRES FORQUES,7,3
215,283,Músico Ayllón - Francisco Dolz,39.46567131414367,-0.39674846254882856,15,TRES FORQUES,7,3
216,608,Av. del Cid - Burgos,39.469162243634074,-0.3994613007254756,17,NOU MOLES,7,1
217,318,Pintor Stolz - Nueve de Octubre,39.47032833321364,-0.40459648652865626,25,NOU MOLES,7,1
218,534,Olimpia Arozena Torres - Juan Bautista Vives,39.47074033078547,-0.3973844614710405,15,NOU MOLES,7,1
219,416,Castán Tobeñas - Rincon de Ademuz,39.47265724610551,-0.40303029799024204,18,NOU MOLES,7,1
220,574,Castán Tobeñas - Patriques,39.47385534208041,-0.3983214623957442,16,NOU MOLES,7,1
221,508,Manuel de Falla - Hernández Lázaro,39.475270348637764,-0.4028534760386356,20,SANT PAU,4,4
222,867,Maestro Rodrigo - Manuel de Falla,39.47689335174765,-0.39728245609920837,20,CAMPANAR,4,1
223,390,Valle de la Ballestera - Hospital Nueve de Octubre,39.47855835893999,-0.4011874677803583,20,SANT PAU,4,4
224,378,Jorge Comin (Metge) - Terrateig,39.480568366964896,-0.40358847435527895,20,SANT PAU,4,4
225,342,Padre Barranco - Carlos Ruano Llopis (Pintor),39.488107390420495,-0.40114246019172434,20,SANT PAU,4,4
226,790,Corts Valencianes - La Safor,39.49086439918327,-0.3988594505654264,30,BENICALAP,16,1
227,210,San Clemente - Hospital Arnau de Vilanova,39.49024839844318,-0.40293146422681364,20,SANT PAU,4,4
228,348,Doctor Nicasio Benlloch - L'Horta Sud,39.4936924079167,-0.398671446907537,15,BENICALAP,16,1
229,405,Aitana - Florista,39.493104403991694,-0.39480643424749534,16,BENICALAP,16,1
230,326,Poeta Serrano Clavero - General Llorens,39.49475040560395,-0.38678440634001116,15,BENICALAP,16,1
231,254,Alcañiz - Cambrils,39.49507240298451,-0.3786213772644184,15,TORREFIEL,15,2
232,456,San Vicente Paul - Santiago Rusiñol,39.49464439592328,-0.36575333473149996,15,SANT LLORENS,15,3
233,411,San Juan Bosco - Santiago Rusiñol,39.497160406039164,-0.36943734517384297,15,ELS ORRIOLS,15,1
234,376,Plaza Músico Espí,39.49649940567526,-0.3736443597891149,15,TORREFIEL,15,2
235,212,Conde Torrefiel - Cecilio Plá,39.49804541205544,-0.3772033703255944,15,TORREFIEL,15,2
236,275,Rio Segre - Rafael Company,39.49506640496422,-0.38227839001583847,15,BENICALAP,16,1
237,341,Levante U.D. - Ecuador,39.494758407776374,-0.39103842063587124,15,BENICALAP,16,1
238,255,San Jose Artesano - Francisco Morote Greus,39.497449418355934,-0.39438342966293366,15,CIUTAT FALLERA,16,2
239,350,Florista - T4 (Palau de Congressos),39.4969854198013,-0.39996444953107335,20,BENIFERRI,18,2
240,207,Camp del Turia - Corts Valencianes,39.495004413973305,-0.40154745608135123,20,BENICALAP,16,1
241,199,La Vall d'Albaida - Corts Valencianes,39.49297840711153,-0.4018904586642118,15,SANT PAU,4,4
242,278,La Safor - Maestro Rodrigo,39.487907391410516,-0.4041974712326189,15,SANT PAU,4,4
243,511,Albacete - Maluquer,39.46282029901061,-0.3845424236611566,18,ARRANCAPINS,3,4
244,251,Valle de la Ballestera - Pio Baroja,39.47850636088407,-0.40613648554970433,20,SANT PAU,4,4
245,612,Nueve de Octubre - Cieza,39.47213024806011,-0.40527029936434095,20,NOU MOLES,7,1
246,556,Tres Cruces - Hospital General,39.469090330003425,-0.4065094941412157,20,LA FONTSANTA,7,4
247,366,Tres Cruces - Músico Ayllón,39.467410323935766,-0.4055734914728698,15,TRES FORQUES,7,3
248,322,Tres Cruces - Jose Maria Mortes Lerma,39.46284030885798,-0.40496949382893443,20,VARA DE QUART,8,3
249,242,Tres Cruces - Segunda República Española,39.459506295875165,-0.4027404883331656,15,VARA DE QUART,8,3
250,375,Tres Cruces - Pio XI,39.456352245577065,-0.4008070181198941,15,SANT ISIDRE,8,2
251,194,Arquitecto Segura del Lago - Camino Nuevo de Picaña,39.45583028505104,-0.4044134972721287,15,SANT ISIDRE,8,2
252,47,Dels Gremis - Campos Crespo,39.45028826570709,-0.40357449843597065,20,SANT ISIDRE,8,2
253,245,José Meliá Castelló - Campos Crespo,39.45272627278094,-0.4011014879360589,15,SANT ISIDRE,8,2
254,553,Doctor Tomás Sala - Carteros,39.447714251158565,-0.3899174536874086,19,L'HORT DE SENABRE,9,2
255,191,Tomas de Villarroya - San Vicente,39.447703249066144,-0.38602944085901075,18,SANT MARCEL.LI,9,4
256,685,Tres Forques - Turís,39.46396330656933,-0.39223544845537966,15,PATRAIX,8,1
