updated,address,number,available,lat,lon,total,open,free
2025-02-03 22:30:20.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-03 22:39:28.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-03 22:49:38.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-03 22:59:48.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-03 23:09:58.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-03 23:20:07.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-03 23:29:39.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-03 23:39:52.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-03 23:49:04.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 00:00:16.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 00:09:28.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 00:19:38.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 00:29:49.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 00:39:57.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 00:49:06.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 00:59:40.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 01:09:54.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 01:20:07.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 01:30:20.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 01:39:30.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 01:49:40.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 01:59:52.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 02:10:07.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 02:19:19.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 02:30:31.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 02:39:41.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 02:49:52.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 03:00:03.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 03:09:28.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 03:19:36.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 03:29:44.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 03:39:54.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 03:50:03.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 04:00:10.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 04:09:22.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 04:19:29.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 04:29:37.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 04:39:46.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 04:49:55.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 05:00:06.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 05:09:36.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 05:20:08.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 05:29:51.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 05:40:02.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 05:49:23.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 06:00:35.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 06:09:43.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 06:19:52.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 06:29:59.000000,Alameda - Pintor Maella,53,0,39.45676426141678,-0.34813930400480075,25,T,25
2025-02-04 06:39:05.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 06:49:39.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 07:00:48.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 07:09:55.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 07:20:03.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 07:30:35.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 07:39:43.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 07:49:51.000000,Alameda - Pintor Maella,53,2,39.45676426141678,-0.34813930400480075,25,T,23
2025-02-04 08:01:14.000000,Alameda - Pintor Maella,53,1,39.45676426141678,-0.34813930400480075,25,T,24
2025-02-04 08:09:23.000000,Alameda - Pintor Maella,53,2,39.45676426141678,-0.34813930400480075,25,T,23
2025-02-04 08:19:58.000000,Alameda - Pintor Maella,53,2,39.45676426141678,-0.34813930400480075,25,T,23
2025-02-04 08:29:08.000000,Alameda - Pintor Maella,53,4,39.45676426141678,-0.34813930400480075,25,T,21
2025-02-04 08:39:19.000000,Alameda - Pintor Maella,53,5,39.45676426141678,-0.34813930400480075,25,T,20
2025-02-04 08:49:29.000000,Alameda - Pintor Maella,53,4,39.45676426141678,-0.34813930400480075,25,T,21
2025-02-04 09:00:39.000000,Alameda - Pintor Maella,53,4,39.45676426141678,-0.34813930400480075,25,T,21
2025-02-04 09:09:48.000000,Alameda - Pintor Maella,53,5,39.45676426141678,-0.34813930400480075,25,T,20
2025-02-04 09:19:57.000000,Alameda - Pintor Maella,53,5,39.45676426141678,-0.34813930400480075,25,T,20
2025-02-04 09:30:08.000000,Alameda - Pintor Maella,53,5,39.45676426141678,-0.34813930400480075,25,T,20
2025-02-04 09:39:17.000000,Alameda - Pintor Maella,53,5,39.45676426141678,-0.34813930400480075,25,T,20
2025-02-04 09:49:26.000000,Alameda - Pintor Maella,53,5,39.45676426141678,-0.34813930400480075,25,T,20
2025-02-04 10:00:42.000000,Alameda - Pintor Maella,53,5,39.45676426141678,-0.34813930400480075,25,T,20
2025-02-04 10:09:50.000000,Alameda - Pintor Maella,53,7,39.45676426141678,-0.34813930400480075,25,T,18
2025-02-04 10:30:07.000000,Alameda - Pintor Maella,53,9,39.45676426141678,-0.34813930400480075,25,T,16
2025-02-04 10:40:15.000000,Alameda - Pintor Maella,53,11,39.45676426141678,-0.34813930400480075,25,T,14
2025-02-04 10:49:23.000000,Alameda - Pintor Maella,53,12,39.45676426141678,-0.34813930400480075,25,T,13
2025-02-04 11:00:34.000000,Alameda - Pintor Maella,53,13,39.45676426141678,-0.34813930400480075,25,T,12
2025-02-04 11:09:42.000000,Alameda - Pintor Maella,53,13,39.45676426141678,-0.34813930400480075,25,T,12
2025-02-04 11:19:16.000000,Alameda - Pintor Maella,53,14,39.45676426141678,-0.34813930400480075,25,T,11
2025-02-04 11:29:25.000000,Alameda - Pintor Maella,53,16,39.45676426141678,-0.34813930400480075,25,T,9
2025-02-04 11:39:34.000000,Alameda - Pintor Maella,53,19,39.45676426141678,-0.34813930400480075,25,T,6
2025-02-04 11:49:45.000000,Alameda - Pintor Maella,53,19,39.45676426141678,-0.34813930400480075,25,T,6
2025-02-04 12:03:00.000000,Alameda - Pintor Maella,53,18,39.45676426141678,-0.34813930400480075,25,T,7
2025-02-04 12:09:32.000000,Alameda - Pintor Maella,53,19,39.45676426141678,-0.34813930400480075,25,T,6
2025-02-04 12:19:43.000000,Alameda - Pintor Maella,53,19,39.45676426141678,-0.34813930400480075,25,T,6
2025-02-04 12:29:52.000000,Alameda - Pintor Maella,53,17,39.45676426141678,-0.34813930400480075,25,T,8
2025-02-04 12:40:01.000000,Alameda - Pintor Maella,53,17,39.45676426141678,-0.34813930400480075,25,T,8
2025-02-04 12:49:11.000000,Alameda - Pintor Maella,53,18,39.45676426141678,-0.34813930400480075,25,T,7
2025-02-04 13:00:20.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 13:10:31.000000,Alameda - Pintor Maella,53,19,39.45676426141678,-0.34813930400480075,25,T,6
2025-02-04 13:30:06.000000,Alameda - Pintor Maella,53,21,39.45676426141678,-0.34813930400480075,25,T,4
2025-02-04 13:39:13.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 13:49:22.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 14:00:32.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 14:09:40.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 14:19:49.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 14:29:57.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 14:40:06.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 14:49:13.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 15:01:23.000000,Alameda - Pintor Maella,53,17,39.45676426141678,-0.34813930400480075,25,T,8
2025-02-04 15:09:30.000000,Alameda - Pintor Maella,53,17,39.45676426141678,-0.34813930400480075,25,T,8
2025-02-04 15:19:39.000000,Alameda - Pintor Maella,53,17,39.45676426141678,-0.34813930400480075,25,T,8
2025-02-04 15:29:47.000000,Alameda - Pintor Maella,53,17,39.45676426141678,-0.34813930400480075,25,T,8
2025-02-04 15:39:57.000000,Alameda - Pintor Maella,53,17,39.45676426141678,-0.34813930400480075,25,T,8
2025-02-04 15:49:05.000000,Alameda - Pintor Maella,53,16,39.45676426141678,-0.34813930400480075,25,T,9
2025-02-04 16:00:14.000000,Alameda - Pintor Maella,53,16,39.45676426141678,-0.34813930400480075,25,T,9
2025-02-04 16:09:24.000000,Alameda - Pintor Maella,53,16,39.45676426141678,-0.34813930400480075,25,T,9
2025-02-04 16:19:33.000000,Alameda - Pintor Maella,53,16,39.45676426141678,-0.34813930400480075,25,T,9
2025-02-04 16:29:42.000000,Alameda - Pintor Maella,53,19,39.45676426141678,-0.34813930400480075,25,T,6
2025-02-04 16:39:15.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 16:49:22.000000,Alameda - Pintor Maella,53,18,39.45676426141678,-0.34813930400480075,25,T,7
2025-02-04 17:00:31.000000,Alameda - Pintor Maella,53,18,39.45676426141678,-0.34813930400480075,25,T,7
2025-02-04 17:09:38.000000,Alameda - Pintor Maella,53,20,39.45676426141678,-0.34813930400480075,25,T,5
2025-02-04 17:19:50.000000,Alameda - Pintor Maella,53,22,39.45676426141678,-0.34813930400480075,25,T,3
2025-02-04 17:28:58.000000,Alameda - Pintor Maella,53,17,39.45676426141678,-0.34813930400480075,25,T,8
2025-02-04 17:39:32.000000,Alameda - Pintor Maella,53,19,39.45676426141678,-0.34813930400480075,25,T,6
2025-02-04 17:49:41.000000,Alameda - Pintor Maella,53,17,39.45676426141678,-0.34813930400480075,25,T,8
2025-02-04 18:00:50.000000,Alameda - Pintor Maella,53,19,39.45676426141678,-0.34813930400480075,25,T,6
